1699753424;Kazım;BOZKURT;2;2.25;45;2.25;60
2133042068;Mehmet;DELİKTAŞ;1;1.65;67;1.65;51
1622182190;Nihat;TÜRKER;4;2.92;83;2.92;88
2007257629;Mustafa serdar;AKBIYIK;2;2.19;84;2.19;59
2153628675;Oktay;GÖREN;1;2.60;78;2.60;86
1856694646;Özcan;GÜLER;1;2.41;35;2.41;26
2374290027;Metin;ÇINAR;2;1.88;54;1.88;61
2250895277;Fatih;ABAK;1;3.22;27;3.22;72
2055487595;İsa;KOÇGÜRBÜZ;2;2.09;22;2.09;68
2200252263;Uğraş;ÖZTÜRK;1;4.00;57;4.00;58
2000194472;Gökhan;CENGİZ;1;2.32;44;2.32;98
1980011135;Atilla;GÜCEK;2;2.99;83;2.99;42
1892541502;Osman;DOĞANER;4;2.51;83;2.51;26
1756924783;Ramazan;ETYEMEZ;2;2.10;24;2.10;90
2077164711;Osman;GENÇ;2;2.59;87;2.59;97
2141410027;Arif;SAVAŞ;2;1.10;29;1.10;79
1559938583;Mustafa;DEMİR;2;1.81;73;1.81;99
1700335428;Murat;ÇOMAK;1;3.38;54;3.38;47
2156909149;İsmail;ACAR;2;2.35;84;2.35;20
2442932627;Ulaş;DEMİRDÖĞER;3;2.18;65;2.18;60
2381656073;Mehmet;KARA;1;2.77;67;2.77;62
2294045794;Mehmet;ÖZER;1;3.05;57;3.05;31
2238344146;Ahmet;IŞINAK;2;2.73;29;2.73;58
2173443476;Salih;GÜRPINAR;2;3.44;93;3.44;41
2287581186;Musa;YALÇIN;1;2.54;23;2.54;31
1980263169;Hüsnü;ÖZGER;3;2.62;37;2.62;70
2422525540;Mustafa;TORUN;2;2.21;98;2.21;53
1591541223;Sedat;KARAGÖZ;4;2.01;89;2.01;92
2387685607;Kerem;YUMRU;2;2.06;57;2.06;96
1787396817;Mustafa;KARAKURT;2;1.18;56;1.18;85
1765610378;Turhan;BİLGİÇ;2;1.07;80;1.07;30
1830218921;Fatih;AKINCI;2;0.90;89;0.90;62
1869603088;Uğur;BODUR;1;1.72;22;1.72;35
2281171061;Kamil;ARSLAN;2;2.40;84;2.40;80
2290172760;Şaban;TALAY;2;1.83;52;1.83;42
2220859326;Murat;YANGINCI;1;1.23;83;1.23;37
2416373727;İbrahim;EKİZ;2;1.67;45;1.67;57
1913570459;Ufuk;KIZILOĞLU;1;2.05;59;2.05;52
2020092629;Niyazi;KIYAR;2;2.11;24;2.11;36
2412953300;Hakan;YILMAZ;2;3.25;53;3.25;24
1756208932;Çağlar;SÜSLÜ;4;1.43;61;1.43;100
1712309419;Fırat;BAŞKURT;3;2.18;88;2.18;39
2358304187;Hüsamettin;ÖZATEŞ;3;2.31;24;2.31;57
1967142027;Ali;YILMAZER;4;2.81;60;2.81;75
2350260675;Hasan;DEMİRCAN;1;1.35;53;1.35;98
2195609673;Özgür;GÖKÇE;2;2.65;86;2.65;49
2211124888;Ahmet;GÖKGÖZ;2;2.87;24;2.87;75
2075015555;Hasan;SELVİTOPU;2;2.63;39;2.63;23
1747825076;Galip;SIRYOL;4;2.58;26;2.58;77
2179602996;Recep;OTURAK;1;2.47;87;2.47;90
1992417192;İlker;İŞSEVER;2;1.66;97;1.66;50
2014646063;Barış;AKBULUT;2;2.44;48;2.44;76
2160001667;Eyyup;ÖZMEN;4;2.57;73;2.57;97
1633764864;Mustafa;ORAN;1;1.83;61;1.83;55
